1	2
1.04	2.0203
1.08	2.04118
1.12	2.06262
1.16	2.08461
1.2	2.10713
1.24	2.13016
1.28	2.15369
1.32	2.17771
1.36	2.20218
1.4	2.22711
1.44	2.25247
1.48	2.27824
1.52	2.30443
1.56	2.33101
1.6	2.35797
1.64	2.38529
1.68	2.41296
1.72	2.44098
1.76	2.46933
1.8	2.498
1.84	2.52697
1.88	2.55625
1.92	2.58581
1.96	2.61565
2	2.64575
2.04	2.67612
2.08	2.70673
2.12	2.73759
2.16	2.76868
2.2	2.8
2.24	2.83154
2.28	2.86328
2.32	2.89524
2.36	2.92739
2.4	2.95973
2.44	2.99226
2.48	3.02496
2.52	3.05784
2.56	3.09089
2.6	3.1241
2.64	3.15747
2.68	3.19099
2.72	3.22466
2.76	3.25847
2.8	3.29242
2.84	3.3265
2.88	3.36071
2.92	3.39506
2.96	3.42952
