1	2
1.004	2.002
1.008	2.00401
1.012	2.00602
1.016	2.00804
1.02	2.01006
1.024	2.01209
1.028	2.01413
1.032	2.01617
1.036	2.01821
1.04	2.02027
1.044	2.02233
1.048	2.02439
1.052	2.02646
1.056	2.02854
1.06	2.03062
1.064	2.03271
1.068	2.0348
1.072	2.0369
1.076	2.03901
1.08	2.04112
1.084	2.04323
1.088	2.04536
1.092	2.04748
1.096	2.04962
1.1	2.05176
1.104	2.0539
1.108	2.05605
1.112	2.05821
1.116	2.06037
1.12	2.06253
1.124	2.06471
1.128	2.06688
1.132	2.06907
1.136	2.07126
1.14	2.07345
1.144	2.07565
1.148	2.07785
1.152	2.08006
1.156	2.08228
1.16	2.0845
1.164	2.08673
1.168	2.08896
1.172	2.09119
1.176	2.09344
1.18	2.09568
1.184	2.09793
1.188	2.10019
1.192	2.10245
1.196	2.10472
1.2	2.107
1.204	2.10927
1.208	2.11156
1.212	2.11385
1.216	2.11614
1.22	2.11844
1.224	2.12074
1.228	2.12305
1.232	2.12536
1.236	2.12768
1.24	2.13001
1.244	2.13233
1.248	2.13467
1.252	2.13701
1.256	2.13935
1.26	2.1417
1.264	2.14405
1.268	2.14641
1.272	2.14877
1.276	2.15114
1.28	2.15351
1.284	2.15589
1.288	2.15827
1.292	2.16066
1.296	2.16305
1.3	2.16545
1.304	2.16785
1.308	2.17026
1.312	2.17267
1.316	2.17508
1.32	2.1775
1.324	2.17993
1.328	2.18236
1.332	2.18479
1.336	2.18723
1.34	2.18967
1.344	2.19212
1.348	2.19457
1.352	2.19703
1.356	2.19949
1.36	2.20196
1.364	2.20443
1.368	2.2069
1.372	2.20938
1.376	2.21187
1.38	2.21435
1.384	2.21685
1.388	2.21934
1.392	2.22185
1.396	2.22435
1.4	2.22686
1.404	2.22938
1.408	2.2319
1.412	2.23442
1.416	2.23695
1.42	2.23948
1.424	2.24202
1.428	2.24456
1.432	2.2471
1.436	2.24965
1.44	2.2522
1.444	2.25476
1.448	2.25732
1.452	2.25989
1.456	2.26246
1.46	2.26503
1.464	2.26761
1.468	2.27019
1.472	2.27278
1.476	2.27537
1.48	2.27797
1.484	2.28056
1.488	2.28317
1.492	2.28577
1.496	2.28839
1.5	2.291
1.504	2.29362
1.508	2.29624
1.512	2.29887
1.516	2.3015
1.52	2.30413
1.524	2.30677
1.528	2.30942
1.532	2.31206
1.536	2.31471
1.54	2.31737
1.544	2.32003
1.548	2.32269
1.552	2.32535
1.556	2.32802
1.56	2.3307
1.564	2.33337
1.568	2.33605
1.572	2.33874
1.576	2.34143
1.58	2.34412
1.584	2.34682
1.588	2.34952
1.592	2.35222
1.596	2.35493
1.6	2.35764
1.604	2.36035
1.608	2.36307
1.612	2.36579
1.616	2.36852
1.62	2.37125
1.624	2.37398
1.628	2.37672
1.632	2.37946
1.636	2.3822
1.64	2.38495
1.644	2.3877
1.648	2.39045
1.652	2.39321
1.656	2.39597
1.66	2.39874
1.664	2.4015
1.668	2.40428
1.672	2.40705
1.676	2.40983
1.68	2.41261
1.684	2.4154
1.688	2.41818
1.692	2.42098
1.696	2.42377
1.7	2.42657
1.704	2.42937
1.708	2.43218
1.712	2.43499
1.716	2.4378
1.72	2.44062
1.724	2.44344
1.728	2.44626
1.732	2.44908
1.736	2.45191
1.74	2.45474
1.744	2.45758
1.748	2.46042
1.752	2.46326
1.756	2.4661
1.76	2.46895
1.764	2.4718
1.768	2.47466
1.772	2.47752
1.776	2.48038
1.78	2.48324
1.784	2.48611
1.788	2.48898
1.792	2.49185
1.796	2.49473
1.8	2.49761
1.804	2.50049
1.808	2.50338
1.812	2.50627
1.816	2.50916
1.82	2.51205
1.824	2.51495
1.828	2.51785
1.832	2.52076
1.836	2.52366
1.84	2.52657
1.844	2.52949
1.848	2.5324
1.852	2.53532
1.856	2.53824
1.86	2.54117
1.864	2.5441
1.868	2.54703
1.872	2.54996
1.876	2.5529
1.88	2.55584
1.884	2.55878
1.888	2.56172
1.892	2.56467
1.896	2.56762
1.9	2.57058
1.904	2.57353
1.908	2.57649
1.912	2.57945
1.916	2.58242
1.92	2.58539
1.924	2.58836
1.928	2.59133
1.932	2.59431
1.936	2.59729
1.94	2.60027
1.944	2.60325
1.948	2.60624
1.952	2.60923
1.956	2.61222
1.96	2.61522
1.964	2.61821
