1	2
1.004	2.002
1.008	2.00401
1.012	2.00603
1.016	2.00805
1.02	2.01007
1.024	2.01211
1.028	2.01415
1.032	2.01619
1.036	2.01824
1.04	2.0203
1.044	2.02236
1.048	2.02443
1.052	2.0265
1.056	2.02858
1.06	2.03066
1.064	2.03276
1.068	2.03485
1.072	2.03695
1.076	2.03906
1.08	2.04118
1.084	2.0433
1.088	2.04542
1.092	2.04755
1.096	2.04969
1.1	2.05183
1.104	2.05398
1.108	2.05613
1.112	2.05829
1.116	2.06045
1.12	2.06262
1.124	2.06479
1.128	2.06697
1.132	2.06916
1.136	2.07135
1.14	2.07355
1.144	2.07575
1.148	2.07796
1.152	2.08017
1.156	2.08239
1.16	2.08461
1.164	2.08684
1.168	2.08907
1.172	2.09131
1.176	2.09356
1.18	2.09581
1.184	2.09806
1.188	2.10032
1.192	2.10259
1.196	2.10486
1.2	2.10713
1.204	2.10941
1.208	2.1117
1.212	2.11399
1.216	2.11628
1.22	2.11858
1.224	2.12089
1.228	2.1232
1.232	2.12552
1.236	2.12784
1.24	2.13016
1.244	2.1325
1.248	2.13483
1.252	2.13717
1.256	2.13952
1.26	2.14187
1.264	2.14422
1.268	2.14658
1.272	2.14895
1.276	2.15132
1.28	2.15369
1.284	2.15607
1.288	2.15846
1.292	2.16085
1.296	2.16324
1.3	2.16564
1.304	2.16804
1.308	2.17045
1.312	2.17287
1.316	2.17528
1.32	2.17771
1.324	2.18013
1.328	2.18256
1.332	2.185
1.336	2.18744
1.34	2.18989
1.344	2.19234
1.348	2.19479
1.352	2.19725
1.356	2.19971
1.36	2.20218
1.364	2.20465
1.368	2.20713
1.372	2.20961
1.376	2.2121
1.38	2.21459
1.384	2.21708
1.388	2.21958
1.392	2.22209
1.396	2.22459
1.4	2.22711
1.404	2.22962
1.408	2.23214
1.412	2.23467
1.416	2.2372
1.42	2.23973
1.424	2.24227
1.428	2.24481
1.432	2.24736
1.436	2.24991
1.44	2.25247
1.444	2.25502
1.448	2.25759
1.452	2.26016
1.456	2.26273
1.46	2.2653
1.464	2.26788
1.468	2.27047
1.472	2.27306
1.476	2.27565
1.48	2.27824
1.484	2.28085
1.488	2.28345
1.492	2.28606
1.496	2.28867
1.5	2.29129
1.504	2.29391
1.508	2.29653
1.512	2.29916
1.516	2.30179
1.52	2.30443
1.524	2.30707
1.528	2.30972
1.532	2.31236
1.536	2.31502
1.54	2.31767
1.544	2.32033
1.548	2.32299
1.552	2.32566
1.556	2.32833
1.56	2.33101
1.564	2.33369
1.568	2.33637
1.572	2.33906
1.576	2.34175
1.58	2.34444
1.584	2.34714
1.588	2.34984
1.592	2.35254
1.596	2.35525
1.6	2.35797
1.604	2.36068
1.608	2.3634
1.612	2.36612
1.616	2.36885
1.62	2.37158
1.624	2.37432
1.628	2.37705
1.632	2.37979
1.636	2.38254
1.64	2.38529
1.644	2.38804
1.648	2.3908
1.652	2.39355
1.656	2.39632
1.66	2.39908
1.664	2.40185
1.668	2.40463
1.672	2.4074
1.676	2.41018
1.68	2.41296
1.684	2.41575
1.688	2.41854
1.692	2.42134
1.696	2.42413
1.7	2.42693
1.704	2.42974
1.708	2.43254
1.712	2.43535
1.716	2.43817
1.72	2.44098
1.724	2.4438
1.728	2.44663
1.732	2.44945
1.736	2.45228
1.74	2.45512
1.744	2.45795
1.748	2.46079
1.752	2.46364
1.756	2.46648
1.76	2.46933
1.764	2.47218
1.768	2.47504
1.772	2.4779
1.776	2.48076
1.78	2.48363
1.784	2.48649
1.788	2.48937
1.792	2.49224
1.796	2.49512
1.8	2.498
1.804	2.50088
1.808	2.50377
1.812	2.50666
1.816	2.50955
1.82	2.51245
1.824	2.51535
1.828	2.51825
1.832	2.52116
1.836	2.52406
1.84	2.52697
1.844	2.52989
1.848	2.53281
1.852	2.53573
1.856	2.53865
1.86	2.54157
1.864	2.5445
1.868	2.54743
1.872	2.55037
1.876	2.55331
1.88	2.55625
1.884	2.55919
1.888	2.56214
1.892	2.56509
1.896	2.56804
1.9	2.57099
1.904	2.57395
1.908	2.57691
1.912	2.57987
1.916	2.58284
1.92	2.58581
1.924	2.58878
1.928	2.59175
1.932	2.59473
1.936	2.59771
1.94	2.60069
1.944	2.60368
1.948	2.60667
1.952	2.60966
1.956	2.61265
1.96	2.61565
1.964	2.61864
