1	2
1.04	2.02
1.08	2.04059
1.12	2.06176
1.16	2.08349
1.2	2.10576
1.24	2.12856
1.28	2.15186
1.32	2.17565
1.36	2.19992
1.4	2.22465
1.44	2.24982
1.48	2.27542
1.52	2.30144
1.56	2.32786
1.6	2.35467
1.64	2.38185
1.68	2.40939
1.72	2.43728
1.76	2.46551
1.8	2.49406
1.84	2.52293
1.88	2.5521
1.92	2.58157
1.96	2.61132
2	2.64134
2.04	2.67163
2.08	2.70217
2.12	2.73296
2.16	2.76399
2.2	2.79525
2.24	2.82673
2.28	2.85843
2.32	2.89033
2.36	2.92244
2.4	2.95474
2.44	2.98723
2.48	3.01991
2.52	3.05275
2.56	3.08577
2.6	3.11896
2.64	3.1523
2.68	3.1858
2.72	3.21945
2.76	3.25325
2.8	3.28718
2.84	3.32125
2.88	3.35546
2.92	3.38979
2.96	3.42425
